"Driver Name","Phone Number","Email","Date/Time","Trip ID","Type","Base Fare","Distance","Time","Min Fare Supplement","Cancellation","Tip","Surge","Diamond Reward","Wait Time","Promotions","Total","Long Pickup Fee","Optional Insurance","Consecutive Trips Promotion","Share Adjustment","Quest Promotion","Fare Adjustment","Platinum Reward","Cleaning Repairs"
"John Doe",NA,"jd@jd.com","Thursday, February 7, 2019 9:29 PM","3b1416bf-ec66-4890-84ee-67e74d32254e","UberX","$0.30","$10.03","$2.46",NA,NA,"$3.00",NA,"$0.75",NA,NA,"$16.54",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, February 6, 2019 9:18 PM","d939628d-108a-4650-a649-d057b808873d","UberX","$0.30","$2.68","$1.02",NA,NA,NA,"$2.00","$0.23","$0.14",NA,"$6.37",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, February 8, 2019 9:28 PM","99d9529a-394a-44fb-924f-b20ee6e20300","UberX","$0.30","$1.68","$1.03",NA,NA,NA,"$3.75","$0.17","$0.01",NA,"$6.94",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, February 9, 2019 11:59 PM","4ca98c08-413a-42f2-b44b-c1c32590aacb","UberX","$0.30","$1.58","$0.84",NA,NA,NA,NA,"$0.14",NA,NA,"$2.86",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, February 8, 2019 10:25 PM","9528b987-fc70-484d-b5b6-dd58b9253ecc","UberX","$0.30","$2.01","$1.19",NA,NA,NA,"$1.00","$0.20",NA,NA,"$4.70",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, February 8, 2019 11:48 PM","3411cba0-51fd-444f-a108-aad56e34b1e2","UberX",NA,NA,NA,NA,"$3.75",NA,NA,NA,NA,NA,"$3.75",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, February 8, 2019 11:55 PM","d5baae0f-84f5-4a8e-9494-1b18be587514","UberX","$0.30","$2.30","$0.95",NA,NA,NA,"$1.50","$0.20",NA,NA,"$5.25",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, February 6, 2019 7:43 PM","dfa292b0-fb3a-43d6-ada0-73ebc99ebd61","UberX","$0.30","$2.28","$1.42",NA,NA,NA,NA,"$0.23",NA,NA,"$4.23",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Thursday, February 7, 2019 8:03 PM","359b84d0-b5c4-4d05-968d-9ff0627dac98","UberX","$0.30","$8.23","$3.02",NA,NA,"$5.00",NA,"$0.68",NA,NA,"$17.23",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, February 6, 2019 8:24 PM","02ce9b32-4ed2-4866-a569-cde6400936c3","UberX","$0.30","$2.59","$1.71",NA,NA,NA,"$2.25","$0.26",NA,NA,"$7.11",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, February 10, 2019 12:47 AM","a5b37d24-facc-4c27-bb3b-e21745d1ea24","UberX","$0.30","$0.89","$0.86","$0.59",NA,NA,"$3.75","$0.11",NA,NA,"$6.50",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, February 6, 2019 10:06 PM","647173a9-ba76-4604-9bb6-0e8f329a5bd3","UberX","$0.30","$4.43","$1.83",NA,NA,NA,NA,"$0.38","$0.21",NA,"$7.15",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, July 7, 2019 7:05 PM","b0cc013c-d002-4025-ac76-53cc719a4785","UberX","$0.30","$3.27","$1.47",NA,NA,NA,NA,"$0.29",NA,NA,"$5.33",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, July 1, 2019 9:29 PM","14eea72b-fe6b-4c4f-bbf1-99a45ef8f38c","UberX","$0.30","$1.37","$0.82","$0.14",NA,NA,NA,"$0.13",NA,NA,"$2.76",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, July 7, 2019 6:35 PM","f8818ca5-c1d0-47e6-a014-38d6d3243204","UberX","$0.30","$2.50","$1.16",NA,NA,"$1.00",NA,"$0.22",NA,NA,"$5.18",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, July 7, 2019 6:53 PM","fe28e437-a438-47de-a452-0f60f76a4d6f","UberX","$0.30","$0.84","$0.62","$0.86",NA,NA,NA,"$0.09",NA,NA,"$2.71",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, July 7, 2019 9:00 PM","0f45acd8-46ed-471e-9f20-210f354da026","UberX","$0.30","$5.40","$1.86",NA,NA,NA,NA,"$0.44",NA,NA,"$8.00",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, July 7, 2019 8:50 PM","663ce0b0-0019-4e23-9263-9e71b0583df6","UberX","$0.30","$1.62","$0.67","$0.04",NA,NA,NA,"$0.14",NA,NA,"$2.77",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, July 1, 2019 8:07 PM","0e55cae4-8bca-47cb-a30e-6ad95cfd27b1","UberX","$0.30","$0.72","$0.62","$0.98",NA,NA,NA,"$0.08",NA,NA,"$2.70",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, July 3, 2019 9:21 PM","cbc09c71-11ec-4484-ba4f-20c85a7480e3","UberX","$0.30","$0.97","$0.55","$0.81",NA,NA,NA,"$0.09","$0.02",NA,"$2.74",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, July 1, 2019 10:21 PM","b7a71b1b-0ded-494d-9604-912d64bd2ccc","UberX","$0.30","$2.88","$1.04",NA,NA,NA,NA,"$0.23",NA,NA,"$4.45",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, July 1, 2019 9:45 PM","9eee4d90-7ece-4da0-af74-d114741fa9ad","UberX","$0.30","$0.50","$0.33","$1.49",NA,NA,NA,"$0.05","$0.06",NA,"$2.73",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, July 5, 2019 9:20 PM","8ebbab1d-1808-4032-8a17-8e5c79f83c36","UberX","$0.30","$5.96","$1.60",NA,NA,NA,NA,"$0.45",NA,NA,"$8.31",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, July 1, 2019 8:15 PM","81d2e5a4-b997-4bc1-9115-3d79b5bfac9b","UberX","$0.30","$5.62","$2.11",NA,NA,NA,NA,"$0.47",NA,NA,"$8.50",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, July 3, 2019 11:04 PM","93feb31f-db1c-4adb-b90d-921fdcd44a70","UberX","$0.30","$6.00","$2.65",NA,NA,NA,NA,"$0.52",NA,NA,"$9.47",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, July 5, 2019 10:19 PM","f1e6d376-ccf9-48a1-beee-49d488ac047b","UberX","$0.30","$23.18","$6.14",NA,NA,NA,NA,"$1.76",NA,NA,"$31.38",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, July 5, 2019 8:24 PM","1ce47e34-f18b-4993-86f6-8bf1e78b8734","UberX","$0.30","$1.36","$1.05",NA,NA,"$1.00",NA,"$0.14","$0.29",NA,"$4.14",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, July 6, 2019 7:15 PM","a250d664-bc87-46dd-be35-3ad10a95c16f","UberX","$0.30","$3.72","$2.09",NA,NA,NA,NA,"$0.35",NA,NA,"$6.46",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, July 5, 2019 7:47 PM","a7d56f4c-4ae1-40c5-851b-16acaeead552","UberX","$0.30","$1.51","$0.79","$0.03",NA,NA,NA,"$0.14",NA,NA,"$2.77",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, July 1, 2019 7:55 PM","87565ac6-704e-40f3-b464-aedc3970cce6","UberX","$0.30","$1.24","$0.86","$0.23",NA,NA,NA,"$0.13",NA,NA,"$2.76",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, July 7, 2019 10:57 PM","560c3ab4-1348-4a6c-8ff3-0323e96dcc96","UberX","$0.30","$6.71","$2.17",NA,NA,NA,NA,"$0.53",NA,NA,"$9.71",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, July 5, 2019 7:07 PM","51303b82-32e2-41fe-83c1-bfdc5f20a300","UberX","$0.30","$5.76","$2.38",NA,NA,NA,NA,"$0.49",NA,NA,"$8.93",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, July 7, 2019 9:53 PM","90f041d3-fdbb-4a29-9ece-3a4b992e698c","UberX","$0.30","$2.54","$1.55",NA,NA,NA,NA,"$0.25","$0.62",NA,"$5.26",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, July 6, 2019 7:55 PM","76b9ecd7-25bf-48c9-b13a-76336c0e7754","UberX","$0.30","$1.81","$1.01",NA,NA,NA,NA,"$0.17",NA,NA,"$3.29",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, July 6, 2019 6:40 PM","5389d373-0f9f-4e28-9efa-296c6d209b61","UberX","$0.30","$5.99","$3.26",NA,NA,"$2.00",NA,"$0.56",NA,NA,"$12.11",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, July 7, 2019 7:21 PM","7734bcc6-0fa1-439e-b464-3b89d45e17d3","UberX","$0.30","$2.48","$1.47",NA,NA,NA,NA,"$0.24",NA,NA,"$4.49",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, July 7, 2019 7:42 PM","78f909e0-e7e2-40f0-8405-268cc9449dea","UberX","$0.30","$8.04","$2.32",NA,NA,NA,NA,"$0.62",NA,NA,"$11.28",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, July 5, 2019 9:05 PM","3d3d9faf-c335-4383-a083-62fe42479f31","UberX","$0.30","$2.30","$1.30",NA,NA,"$1.00",NA,"$0.22",NA,NA,"$5.12",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, July 5, 2019 11:31 PM","e34d398e-a86c-450d-bd18-a4fcea968e20","UberX","$0.30","$3.50","$1.45",NA,NA,"$3.00",NA,"$0.30",NA,NA,"$8.55",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, July 6, 2019 11:53 PM","9e4678d7-81e6-4435-b38a-551e980b85ea","UberX","$0.30","$2.74","$1.55",NA,NA,NA,NA,"$0.26",NA,NA,"$4.85",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, July 7, 2019 10:14 PM","de2c779e-cb26-424f-9272-5f37f87bd9b7","UberX","$0.30","$6.09","$1.97",NA,NA,NA,NA,"$0.49","$0.86",NA,"$9.71",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, July 6, 2019 9:30 PM","e551ffed-bb74-4283-9a07-4dfa69670b8b","UberX","$0.30","$1.56","$0.74","$0.02",NA,NA,NA,"$0.14","$0.04",NA,"$2.80",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, July 7, 2019 12:11 AM","d42c662c-930d-4841-afbe-b282895103d5","UberX","$0.30","$4.31","$1.64",NA,NA,NA,NA,"$0.36","$0.71",NA,"$7.32",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, July 1, 2019 10:36 PM","cc47d4b7-9ffc-4c20-b735-2d705b7e68a1","UberX",NA,NA,NA,NA,"$3.75",NA,NA,NA,NA,NA,"$3.75",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, July 3, 2019 8:15 PM","14e5b598-48f8-4da5-a732-2af63e96d62a","UberX","$0.30","$4.70","$1.77",NA,NA,"$5.00",NA,"$0.39",NA,NA,"$12.16",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, July 6, 2019 10:03 PM","3121e5ed-3f47-4538-8503-c92ce35f7f02","UberX","$0.30","$6.83","$2.66",NA,NA,NA,NA,"$0.57",NA,NA,"$10.36",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, July 6, 2019 9:41 PM","b91340ee-ef33-42a5-9b90-6043ed2e2a51","UberX","$0.30","$3.08","$1.55",NA,NA,"$3.00",NA,"$0.28",NA,NA,"$8.21",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, July 7, 2019 6:05 PM","ed7d625f-b471-4c2c-b74d-b85d736a2a57","UberX","$0.30","$4.79","$2.41",NA,NA,"$3.00",NA,"$0.44","$0.16",NA,"$11.10",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, July 5, 2019 9:53 PM","a11fb826-b5a6-4ead-aee6-d090024b7d2d","UberX","$0.30","$5.06","$1.79",NA,NA,NA,NA,"$0.41","$0.70",NA,"$8.26",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, July 6, 2019 11:11 PM","8bd711fd-3899-40c1-9a49-5dcd3ea896db","UberX","$0.30","$6.21","$1.75",NA,NA,NA,NA,"$0.48",NA,NA,"$8.74",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, July 1, 2019 6:34 PM","76afe9c6-2c20-43c2-acf0-2110f2a2dcea","UberX","$0.30","$8.80","$3.09",NA,NA,NA,NA,"$0.71",NA,NA,"$12.90",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, July 7, 2019 10:37 PM","46957516-a6b9-4207-b0b5-5e974f155c2a","UberX","$0.30","$2.93","$1.10",NA,NA,NA,NA,"$0.24",NA,NA,"$4.57",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, July 3, 2019 10:33 PM","4d6a51b9-f790-47b9-abfd-e97683bc128f","UberX","$0.30","$3.80","$1.17",NA,NA,NA,NA,"$0.30",NA,NA,"$5.57",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, July 7, 2019 8:08 PM","ff83524f-e917-4509-8629-54cb416db38d","UberX","$0.30","$1.13","$0.87","$0.32",NA,NA,NA,"$0.12",NA,NA,"$2.74",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, July 3, 2019 9:30 PM","28235caf-24e8-4658-8d12-0d7508c938b0","UberX","$0.30","$1.55","$0.74","$0.04",NA,NA,NA,"$0.14",NA,NA,"$2.77",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, July 5, 2019 7:31 PM","596f3f16-96c7-4196-b01f-ef70372930ce","UberX","$0.30","$2.00","$1.11",NA,NA,NA,NA,"$0.19",NA,NA,"$3.60",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, July 1, 2019 10:08 PM","c7465b03-9f51-4788-a492-f83dcf5efb92","UberX","$0.30","$6.83","$1.74",NA,NA,NA,NA,"$0.52",NA,NA,"$9.39",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, July 5, 2019 11:49 PM","a6fde511-7f8a-4533-b884-f121a40f72e5","UberX","$0.30","$1.16","$0.71","$0.45",NA,NA,NA,"$0.11",NA,NA,"$2.73",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, July 7, 2019 11:22 PM","1d794d16-a21e-46a9-a950-6456e7e2e3a2","UberX","$0.30","$3.88","$2.03",NA,NA,NA,NA,"$0.35",NA,NA,"$6.56",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, July 7, 2019 10:48 PM","a14bbe9f-3716-431d-925b-a31e790da614","UberX",NA,NA,NA,NA,"$3.75",NA,NA,NA,NA,NA,"$3.75",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, July 3, 2019 8:58 PM","76200be6-26fb-4968-80d9-f24978866623","UberX","$0.30","$4.67","$2.26",NA,NA,NA,NA,"$0.41",NA,NA,"$7.64",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, July 5, 2019 8:37 PM","452bf58d-8021-4260-823a-db9e06ea5b53","UberX","$0.30","$1.23","$0.99","$0.11",NA,NA,NA,"$0.14",NA,NA,"$2.77",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, July 3, 2019 10:09 PM","5b247154-f669-4a25-9c32-220cdce171ff","UberX","$0.30","$1.48","$0.71","$0.14",NA,NA,NA,"$0.14",NA,NA,"$2.77",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, July 7, 2019 9:22 PM","ad48d25a-fbcf-4fbd-a76f-114d03d06bcd","UberX","$0.30","$5.71","$2.51",NA,NA,NA,NA,"$0.50","$0.35",NA,"$9.37",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Sunday, July 7, 2019 11:47 PM","ca20caf6-a13d-49c7-9715-fd1ff307ff39","UberX","$0.30","$2.10","$0.83",NA,NA,NA,NA,"$0.17",NA,NA,"$3.40",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, July 6, 2019 10:35 PM","298b39e8-0d68-421d-954b-41712989e9a6","UberX","$0.30","$8.51","$2.73",NA,NA,NA,NA,"$0.68",NA,NA,"$12.22",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, July 1, 2019 7:18 PM","79d473b0-1938-464b-9cca-56af568d8973","UberX","$0.30","$6.47","$3.03",NA,NA,NA,NA,"$0.57","$0.24",NA,"$10.61",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, June 29, 2019 10:35 PM","175cb769-c051-4a38-8ddf-ab6232893958","UberX",NA,NA,NA,NA,NA,"$4.53",NA,NA,NA,NA,"$4.53",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Monday, July 1, 2019 10:50 PM","dac7feb3-6676-4b5d-8434-a41493cea75c","UberX","$0.30","$8.59","$2.12",NA,NA,NA,NA,"$0.65","$0.11",NA,"$11.77",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, July 3, 2019 7:12 PM","e2ab83fa-0edf-4992-9919-2ab5948d46d6","UberX","$0.30","$8.00","$2.27",NA,NA,"$2.00",NA,"$0.62",NA,NA,"$13.19",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Thursday, February 21, 2019 8:08 PM","600d57ac-9c5d-48eb-a210-7b1526039c4c","UberX","$0.30","$2.12","$1.59",NA,NA,NA,"$1.25","$0.23",NA,NA,"$5.49",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, February 20, 2019 9:14 PM","7f374511-4e6a-42a4-9b85-4ada70d4ec2c","UberX","$0.30","$4.40","$3.03",NA,NA,NA,NA,"$0.44","$0.62",NA,"$8.79",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, February 23, 2019 7:27 PM","271eb2c3-ea66-44f6-bca6-006a84dbc51c","UberX","$0.30","$1.83","$1.08",NA,NA,NA,NA,"$0.17",NA,NA,"$3.38",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Thursday, February 21, 2019 10:25 PM","c11ebec9-e500-4e68-867f-2f7d51f8f46c","UberX","$0.30","$0.76","$0.66","$0.91",NA,NA,"$4.25","$0.08",NA,NA,"$6.96",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, February 23, 2019 7:58 PM","5a29d7af-7051-4506-92ea-532aeda7ba6f","UberX","$0.30","$1.14","$0.64","$0.55",NA,NA,NA,"$0.11","$0.16",NA,"$2.90",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, February 20, 2019 9:02 PM","78683a93-f82a-4255-80be-d52b4cc154d8","UberX","$0.30","$1.67","$0.78",NA,NA,"$2.00",NA,"$0.15",NA,NA,"$4.90",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, February 20, 2019 8:38 PM","2db07626-37aa-44b5-8ac8-644139706b8d","UberX","$0.30","$6.49","$1.89",NA,NA,NA,NA,"$0.50",NA,NA,"$9.18",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, February 23, 2019 10:08 PM","55e61e9c-32d4-45e1-bb22-aef4e6713f59","UberX","$0.30","$10.14","$3.17",NA,NA,NA,NA,"$0.80",NA,NA,"$14.55","$0.14",NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, February 23, 2019 8:25 PM","a9bd416d-4244-46d6-a96e-c23852656efc","UberX","$0.30","$2.09","$1.40",NA,NA,NA,NA,"$0.21",NA,NA,"$4.00",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, February 22, 2019 10:41 PM","c707ad9d-b41b-48f0-9185-277f28fa3df6","UberX","$0.30","$1.60","$1.21",NA,NA,NA,"$1.75","$0.17","$0.25",NA,"$5.28",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Thursday, February 21, 2019 7:27 PM","78fb5bdd-60ca-4f7b-a0ab-2fe04962d615","UberX","$0.30","$7.53","$3.16",NA,NA,"$5.00","$2.00","$0.65",NA,NA,"$18.64",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, February 20, 2019 10:14 PM","64ad88eb-c851-463d-976c-1e006be6b95c","UberX","$0.30","$4.59","$2.28",NA,NA,NA,NA,"$0.41",NA,NA,"$7.58",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, February 22, 2019 11:37 PM","90961bad-008e-4696-af12-395bed7b3697","UberX","$0.30","$17.00","$5.97",NA,NA,"$3.00","$1.75","$1.38","$0.31",NA,"$29.71",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, February 20, 2019 11:08 PM","1c7a8340-178c-47b9-912a-f18525966415","UberX","$0.30","$0.98","$0.73","$0.62",NA,NA,NA,"$0.10","$0.42",NA,"$3.15",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Thursday, February 21, 2019 6:25 PM","9d3f4a8f-9f22-4fb1-b36b-1ba1c1a78275","UberX","$0.30","$3.52","$3.11",NA,NA,"$5.00","$1.50","$0.40",NA,NA,"$13.83",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Thursday, February 21, 2019 11:58 PM","7a406acd-1722-4c13-8258-9f835c38a700","UberX","$0.30","$5.49","$1.83",NA,NA,NA,"$8.25","$0.44","$0.86",NA,"$17.17",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, February 22, 2019 6:50 PM","57aa238f-71d1-4af8-9673-aca41c387df6","UberX","$0.30","$2.23","$1.52",NA,NA,NA,"$1.50","$0.23",NA,NA,"$5.78",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, February 22, 2019 7:24 PM","349411af-5a08-462c-9018-4573863dd80d","UberX","$0.30","$8.55","$2.93",NA,NA,"$2.00",NA,"$0.69",NA,NA,"$14.47",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Thursday, February 21, 2019 7:00 PM","d4d84c88-a7c1-4ba5-80eb-641da3e0be48","UberX","$0.30","$7.76","$2.87",NA,NA,NA,"$1.50","$0.64","$0.14",NA,"$13.21",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, February 20, 2019 10:47 PM","f7ee8118-f165-43aa-b11e-398e0f0ed1af","UberX","$0.30","$3.31","$1.57",NA,NA,NA,"$1.75","$0.29",NA,NA,"$7.22",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, February 22, 2019 9:25 PM","8ea65539-a4bd-41c3-b826-df2af297e077","UberX","$0.30","$2.76","$1.51",NA,NA,NA,"$2.50","$0.26",NA,NA,"$7.33",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Thursday, February 21, 2019 8:52 PM","7352678a-9b8a-4c9d-bb93-0c813dd4da44","UberX","$0.30","$9.87","$2.60",NA,NA,NA,"$1.50","$0.75",NA,NA,"$15.02",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, February 23, 2019 7:09 PM","0a947056-581e-4b16-8021-8e48d256bdf3","UberX","$0.30","$3.68","$1.64",NA,NA,NA,"$2.00","$0.32",NA,NA,"$7.94",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Thursday, February 21, 2019 10:08 PM","1b4f2eb1-1491-4425-94ed-fcc99695c14b","UberX","$0.30","$2.70","$0.92",NA,NA,"$2.00","$3.75","$0.22",NA,NA,"$9.93","$0.04",NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Saturday, February 23, 2019 8:57 PM","64559b2d-2c4e-494c-b740-ae57a8b2f308","UberX","$0.30","$5.41","$2.15",NA,NA,NA,"$1.25","$0.45",NA,NA,"$9.56",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, February 22, 2019 10:30 PM","5553a8c5-c136-4bcb-abf4-1588a0189bc2","UberX","$0.30","$1.00","$0.71","$0.62",NA,NA,"$5.50","$0.11","$0.58",NA,"$8.82",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Friday, February 22, 2019 11:16 PM","587b2929-7473-44db-9ce8-9e8e1117f52d","UberX","$0.30","$2.57","$1.35",NA,NA,NA,"$2.75","$0.23",NA,NA,"$7.20",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Thursday, February 21, 2019 7:59 PM","ace85ee9-7504-4abe-ae3a-a1ac56d669a1","UberX","$0.30","$1.12","$0.71","$0.50",NA,"$2.00",NA,"$0.11",NA,NA,"$4.74",NA,NA,NA,NA,NA,NA,NA,NA
"John Doe",NA,"jd@jd.com","Wednesday, February 20, 2019 9:46 PM","8ead3a96-e007-4bfa-875c-5b16454af948","UberX","$0.30","$1.52","$1.04",NA,NA,NA,NA,"$0.15","$0.37",NA,"$3.38",NA,NA,NA,NA,NA,NA,NA,NA
